INDRA UUID	Confidence	Citation Source	Citation Reference	Evidence	Subject	Predicate	Object
aed81057-f012-4b07-b235-d414ca83f0a7	1.0	PubMed	17303695	CKS1B binds to and activates cyclin dependent kinases and also interacts with SKP2 to promote the ubiquitination and proteasomal degradation of p27 (Kip1).	complex(p(FPLX:Cyclin), p(HGNC:CKS1B))	directlyDecreases	act(p(HGNC:CDKN1B))
2a748882-55f4-4d88-b32b-02fe156a88ad	1.0	PubMed	17974037	These reports imply that the Rho and MAPK interaction contributes to p27 kip1 mRNA stability during exposure to agents that elevate cAMP and hypoxia.	complex(p(FPLX:ERK), p(HGNC:RHO))	directlyIncreases	act(p(HGNC:CDKN1B))
90748685-54a2-40f3-b604-7dd165fef5f6	1.0	PubMed	28196083	It remains unclear for the moment how the interaction between CacyBP and SIP and Skp1 acts via the SCF-Skp2 ubiquitin E3 ligase complex to cause degradation of p27 kip1.	complex(p(HGNC:CACYBP), p(HGNC:KANK2))	directlyDecreases	act(p(HGNC:CDKN1B))
9372f176-3bed-4b42-b8ff-59426f9ce6d2	1.0	PubMed	28196083	It remains unclear for the moment how the interaction between CacyBP and SIP and Skp1 acts via the SCF-Skp2 ubiquitin E3 ligase complex to cause degradation of p27 kip1.	complex(p(HGNC:CACYBP), p(HGNC:SKP1))	directlyDecreases	act(p(HGNC:CDKN1B))
5cf86ca0-ba6d-4b78-a095-7c668d956323	1.0	PubMed	10597239	Furthermore, cyclinD3 and cdk4 complex could sequester p27kip1 in a cyclin E/cdk2 kinase assay in vitro.	complex(p(HGNC:CDK4), p(UP:P42753))	directlyDecreases	act(p(HGNC:CDKN1B))
2acf8bea-9c9e-439c-9586-59e4d108fb48	1.0	PubMed	16919435	The cell cycle inhibitors p21waf1 or p27kip1 bind to and reduce the activity of cyclin and cyclin dependent kinase complexes promoting cell cycle progression.	complex(p(HGNC:CDKN1B))	directlyDecreases	act(bp(GO:"GO:0007049"))
aec8b8df-6585-4642-bf1c-c4461b34cdae	1.0	PubMed	17254967	p27 is ubiquitously expressed and binds cyclin-Cdk2 to inhibit kinase activity.p27 is maximal in quiescence, and mitogen stimulated p27 loss during G to S phase progression leads to cyclin E-Cdk2 activation.	complex(p(HGNC:CDKN1B))	directlyDecreases	act(bp(GO:"GO:0044838"))
f1148208-83ca-42b2-9737-db76f4d1b385	1.0	PubMed	23400686	Furthermore, akt promotes cell cycle progression through downregulation of the cyclin dependent kinase inhibitor p27kip1.	complex(p(HGNC:CDKN1B))	directlyDecreases	act(p(HGNC:CDKN1B))
20e03226-5646-40fd-96f6-7d24af86b77b	1.0	PubMed	22293177	Finally, by binding to citron-K, p27 prevented the interaction of citron-K with its activator RhoA.	complex(p(HGNC:CDKN1B))	directlyDecreases	act(p(HGNC:RHOA))
5cf64614-c5d9-4db1-a146-4869b63c9d90	1.0	PubMed	21283757	In response to signals indicating DNA damage, p21 and p27 bind to cyclin-CDK complexes and induce cell cycle arrest XREF_BIBR, XREF_BIBR.	complex(p(HGNC:CDKN1B))	directlyIncreases	act(bp(GO:"GO:0007049"))
e857f7ca-b93e-4b58-955c-7ba88b36e4bc	1.0	PubMed	23400686	Furthermore, akt promotes cell cycle progression through downregulation of the cyclin dependent kinase inhibitor p27kip1.	complex(p(HGNC:CDKN1B), p(HGNC:AKT1))	directlyDecreases	act(p(HGNC:CDKN1B))
2328f5f8-14bb-4671-9422-51c21f48e782	1.0	PubMed	20462953	Cdk2 kinase is also inhibited by binding to Cip and Kip family of small inhibitor proteins p21 Cip1, p27 Kip1, and p57 Kip2 (XREF_BIBR).	complex(p(HGNC:CDKN1B), p(HGNC:CD59))	directlyIncreases	act(p(HGNC:CDK2))
a66642de-616e-48e9-9d3c-78d442f1d838	1.0	PubMed	24356446	In all, this simple model simulates Cdh1 knockdown qualitatively and suggests that relaxing the positive-feedback-driven switch between active CDK2 and CDK2 bound p27 would cause an early but less abrupt increase in CDK2 activity at G1/S.	complex(p(HGNC:CDKN1B), p(HGNC:CDK2))	directlyIncreases	act(p(HGNC:CDK2))
1426be48-461d-4529-ac45-03e5ec89559b	1.0	PubMed	24052415	These observations suggest an intrinsic cooperation between p21 and p27 CKIs in the activation of stress induced cellular senescence and tumor progression in vivo, which would be a physiological mechanism to prevent tumor cell proliferation.	complex(p(HGNC:CDKN1B), p(HGNC:CDKN1A))	directlyIncreases	act(bp(GO:"GO:0090398"))
42ada9f8-8a13-49db-9095-49e3451582af	1.0	PubMed	19174556	The down-regulation of c-myc and SKP2 then results in accumulation of p21 and WAF1 and p27 and Kip1, which bind to and inhibit CDK2 kinase, thereby inhibiting cell growth.	complex(p(HGNC:CDKN1B), p(HGNC:CDKN1B))	directlyDecreases	act(bp(GO:"GO:0016049"))
68950a82-66be-4488-aaaa-2d6682ef9d0f	1.0	PubMed	19174556	The down-regulation of c-myc and SKP2 then results in accumulation of p21 and WAF1 and p27 and Kip1, which bind to and inhibit CDK2 kinase, thereby inhibiting cell growth.	complex(p(HGNC:CDKN1B), p(HGNC:CDKN1B))	directlyDecreases	act(p(HGNC:CDK2))
c07f7c56-b6ba-4090-bece-ba62cec3b7b1	1.0	PubMed	24949832	Because Jab1 and CSN5 directly interacts with p27 and promotes p27 degradation in the cytoplasm, Jab1 and CSN5 promotes cell cycle progression.	complex(p(HGNC:CDKN1B), p(HGNC:COPS5))	directlyDecreases	act(p(HGNC:CDKN1B))
010f7bf8-4e2c-4985-9d2e-dc8f5a2663e0	1.0	PubMed	21855647	These findings suggest that binding of FBP1 to the p27 5 '-UTR activates IRES dependent initiation of translation.	complex(p(HGNC:CDKN1B), p(HGNC:FBP1))	directlyIncreases	act(bp(GO:"GO:0006412"))
07889eec-d92a-4396-b3be-dd9171da8f51	1.0	PubMed	19654316	p27RF-Rho binds p27 (kip1) and prevents p27 (kip1) from binding to RhoA, thereby freeing the latter for activation.	complex(p(HGNC:CDKN1B), p(HGNC:LAMTOR1))	directlyDecreases	act(p(HGNC:CDKN1B))
edf547aa-16a0-44a1-9466-8e219b445282	1.0	PubMed	16289477	The cell cycle regulator p27Kip1 interacts with MCM7, a DNA replication licensing factor, to inhibit initiation of DNA replication.	complex(p(HGNC:CDKN1B), p(HGNC:MCM7))	directlyDecreases	act(bp(GO:"GO:0006260"))
f2c43e79-9bde-4843-8674-a7c1a9c94a0f	1.0	PubMed	23106397	Phosphorylation at threonine 157 (pT157) results in accumulation in the cytoplasm where p27 interacts with cyclin D/CDK4 and RhoA to increase cell cycle progression and cell migration, respectively; in the setting of malignancy, these could portend therapeutic resistance and metastasis.	complex(p(HGNC:CDKN1B), p(HGNC:RHOA))	directlyIncreases	act(bp(GO:"GO:0007049"))
1cea2277-df0a-455d-9a0d-e480eb9ad2dd	1.0	PubMed	23106397	Phosphorylation at threonine 157 (pT157) results in accumulation in the cytoplasm where p27 interacts with cyclin D/CDK4 and RhoA to increase cell cycle progression and cell migration, respectively; in the setting of malignancy, these could portend therapeutic resistance and metastasis.	complex(p(HGNC:CDKN1B), p(HGNC:RHOA))	directlyIncreases	act(bp(GO:"GO:0016477"))
307b9aa0-4ff5-4893-9fa3-cd45131ee3c1	1.0	PubMed	12042314	14-3-3_, 14-3-3_, and 14-3-3_ (but not 14-3-3_ and 14-3-3_) could form a complex with p27kip1 / we discovered that akt-mediated p27kip1phosphorylation directly induces p27kip1binding to 14-3-3 and cytoplasmic localization through phosphorylating the newly identified thr198residue.	complex(p(HGNC:CDKN1B), p(HGNC:YWHAE))	directlyDecreases	act(p(HGNC:CDKN1B))
0ac2d02e-683b-43c2-a1d7-d425ad484e09	1.0	PubMed	12042314	14-3-3_, 14-3-3_, and 14-3-3_ (but not 14-3-3_ and 14-3-3_) could form a complex with p27kip1 / we discovered that akt-mediated p27kip1phosphorylation directly induces p27kip1binding to 14-3-3 and cytoplasmic localization through phosphorylating the newly identified thr198residue.	complex(p(HGNC:CDKN1B), p(HGNC:YWHAH))	directlyDecreases	act(p(HGNC:CDKN1B))
4899af74-ac3d-464a-928c-7f099cef1ab5	1.0	PubMed	12042314	14-3-3_, 14-3-3_, and 14-3-3_ (but not 14-3-3_ and 14-3-3_) could form a complex with p27kip1 / we discovered that akt-mediated p27kip1phosphorylation directly induces p27kip1binding to 14-3-3 and cytoplasmic localization through phosphorylating the newly identified thr198residue.	complex(p(HGNC:CDKN1B), p(HGNC:YWHAQ))	directlyDecreases	act(p(HGNC:CDKN1B))
85daa6e0-5778-44e3-9b64-afb34c0e9c6a	1.0	PubMed	5087148	In these clones, binding of p16 to cdk4 and cdk6 abrogated binding of cyclin D1, p27 (KIP1), and p21 (WAF1 and CIP1).	complex(p(HGNC:CDKN2A), p(HGNC:CDK4))	directlyDecreases	act(p(HGNC:CDKN1B))
2b3469ce-7382-45ac-bf47-03e36bf8e17c	1.0	PubMed	18285702	Recent evidences suggest that Jun activation domain binding protein 1 (Jab1) specifically interacts with the Cdk inhibitor p27kip1 and induces nuclear export and subsequent degradation of p27kip1.	complex(p(HGNC:COPS5), p(HGNC:CDKN1B))	directlyIncreases	act(p(HGNC:CDKN1B))
83a67dc8-974f-4a23-aa41-fd57f365e611	1.0	PubMed	21237244	Since p27 is degraded by the DDB1, CUL4A-E3, and ligase complex, we performed RNAi experiments in BJ-5ta cells to determine how silencing of DDB1 or Skp2 expression affected p27 protein level.	complex(p(HGNC:DDB1))	directlyDecreases	act(p(HGNC:CDKN1B))
9921b81f-7c2d-409f-ab06-a8bf1b48417a	1.0	PubMed	25425654	These include caveolin 1 [which directly binds DLC1 and contributes to its tumor suppressive roles (XREF_BIBR)], CDKN1B [which is an inhibitor of and directly binds to CDK6 (XREF_BIBR)], and cyclin D1 [which forms a complex with CDK6 (XREF_BIBR)].	complex(p(HGNC:DYNLL1), p(HGNC:CAV1))	directlyIncreases	act(p(HGNC:CDKN1B))
055beeb1-917a-4ed3-9bed-c894bbd4792c	1.0	PubMed	28196083	It remains unclear for the moment how the interaction between CacyBP and SIP and Skp1 acts via the SCF-Skp2 ubiquitin E3 ligase complex to cause degradation of p27 kip1.	complex(p(HGNC:KANK2), p(HGNC:SKP1))	directlyDecreases	act(p(HGNC:CDKN1B))
0f49b107-0d82-425b-ab19-28529e5e973b	1.0	PubMed	26454216	We assumed that menin might associate with DNA methyltransferase to modulate the methylation status of p27 and p18 promoters.	complex(p(HGNC:MEN1))	directlyIncreases	act(p(HGNC:CDKN1B))
f9ef81d5-7f80-4449-bfee-18a9573fc7f6	1.0	PubMed	24735925	Our collective data support a model in which the MLL-AF4 recruitment to the CDKN1B locus depends on PAX5, and the interaction between MLL-AF4 and PAX5 enhances transcriptional processivity of CDKN1B, resulting in the cell cycle arrest.	complex(p(HGNC:PAX5))	directlyIncreases	act(p(HGNC:CDKN1B))
b6c993bd-c6e2-4521-a6cf-613bf934a2b4	1.0	PubMed	24457952	UCA1 suppresses the p27 protein level by competing with p27 mRNA for hnRNP I. Next, we determined whether the tumor suppressor p27 serves as a potential target for UCA1 because a previous report suggested that hnRNP I interacts with p27 and enhances p27 translation through interaction with the IRES, leading to cell cycle arrest.	complex(p(HGNC:PTBP1), p(HGNC:IFI27))	directlyDecreases	act(p(HGNC:CDKN1B))
f8d4b3fa-b62f-4ae0-963f-83cfdeb5f5b8	1.0	PubMed	17303695	CKS1B binds to and activates cyclin dependent kinases and also interacts with SKP2 to promote the ubiquitination and proteasomal degradation of p27 (Kip1).	complex(p(HGNC:SKP2), p(HGNC:CKS1B))	directlyDecreases	act(p(HGNC:CDKN1B))
3c798d05-a6bf-4c82-8d26-ca070c3af058	1.0	PubMed	16537899	Cul4A and DDB1 associate with Skp2 to target p27Kip1 for proteolysis involving the COP9 signalosome.	complex(p(HGNC:SKP2), p(HGNC:CUL4A))	directlyIncreases	act(p(HGNC:CDKN1B))
6aa07b5a-3792-4095-92f8-cf14c2403ff0	1.0	PubMed	16537899	Cul4A and DDB1 associate with Skp2 to target p27Kip1 for proteolysis involving the COP9 signalosome.	complex(p(HGNC:SKP2), p(HGNC:DDB1))	directlyIncreases	act(p(HGNC:CDKN1B))
b315a7d1-1b26-4976-bd7f-cf5e968cf6f2	1.0	PubMed	17187060	pRB also possesses E2F independent functions that contribute to cell-cycle control -- for example, during pRB mediated cell-cycle arrest pRB associates with Skp2, the F-box protein of the Skp1-Cullin-F-box protein (SCF) E3 ubiquitin ligase complex, and promotes the stability of the cyclin dependent kinase-inhibitor p27 (Kip1) through an unknown mechanism.	complex(p(HGNC:SKP2), p(HGNC:RB1))	directlyIncreases	act(p(HGNC:CDKN1B))
64283492-d017-47fe-b9bf-d35482f9aa98	1.0	PubMed	14572771	Binding of somatostatin to SSTR2 is also thought to up-regulate p27, thus leading to cell-cycle arrest in the G0-G1 phase, and subsequently to apoptosis.	complex(p(HGNC:SSTR2), p(HGNC:SST))	directlyIncreases	act(p(HGNC:CDKN1B))
5b016480-8ffe-4b20-8f63-037f7fa92c96	1.0	PubMed	24708177	From these results it is suggested that STMN1 interacts with p27 in the cytoplasm, inhibits the function of nuclear p27 via the degradation of cytoplasmic p27 and leads to the progression of cancer.	complex(p(HGNC:STMN1), p(HGNC:IFI27))	directlyDecreases	act(p(HGNC:CDKN1B))
3e269f2c-a604-4d65-95c3-34519430ef4b	1.0	PubMed	18418057	Onset of the p107 dependent senescence was temporally associated with p53 mediated stabilization of the cyclin dependent kinase inhibitor p27 and decreases in c-myc and cks1 expression.	complex(p(HGNC:TP53), p(HGNC:RBL1))	directlyIncreases	act(p(HGNC:CDKN1B))
00d27678-a2f8-4378-80ac-2f9398162455	1.0	PubMed	15355997	But binding of tuberin to p27 sequesters p27 from Skp2 accompanied by an up-regulation of the p27 interaction with cdk2.	complex(p(HGNC:TSC2), p(HGNC:IFI27))	directlyDecreases	act(p(HGNC:CDKN1B))
c78b5c76-b9d4-47dd-9730-f623decaa458	1.0	PubMed	20890423	So we pursued the question whether Tspan-1 interacted with some other proteins to affect the ubiquitin (Ub)-proteasome system degrading p27 or interacted with Jab1 to accelerate the transportion of p27 from nucleus to cytoplasm, and then led to accelerate the tumor cells proliferation.	complex(p(HGNC:TSPAN1), p(HGNC:COPS5))	directlyIncreases	act(p(HGNC:CDKN1B))
9a666619-cbc8-469c-909e-e091a4c56b7c	1.0	PubMed	19591933	Here, we show that E6-AP interacts with and promotes proteasome mediated degradation of cyclin dependent kinase inhibitor p27.	complex(p(HGNC:UBE3A))	directlyIncreases	act(p(HGNC:CDKN1B))
20fdfb23-4fc3-4c76-ae92-fc1c7ef31d1e	1.0	PubMed	5317743	Furthermore, cyclinD3 and cdk4 complex could sequester p27kip1 in a cyclin E/cdk2 kinase assay in vitro.	complex(p(UP:P42753), p(HGNC:CDK4))	directlyDecreases	act(p(HGNC:CDKN1B))
daa51889-d8ec-45ff-a99c-22fae964a37e	1.0	PubMed	25695870	XREF_BIBR The binding of p16 INK4a to CDK4/6 also causes redistribution of p21 CIP1 (and p27 KIP1) from the cyclin D-CDK complexes onto cyclin E-CDK2 complexes.	complex(p(UP:Q9XTR1), p(HGNC:CDKN2A))	directlyIncreases	act(p(HGNC:CDKN1B))
568ad8c2-fa66-4723-8614-1985b6f6b944	1.0	PubMed	5644642	Overall, these data are consistent with a model in which BCR and ABL suppresses p27 (Kip1) protein levels through PI3K and AKT, leading to accelerated entry into S phase.	p(FPLX:"ABL_family")	directlyDecreases	act(p(HGNC:CDKN1B))
608315bd-8644-468e-89c4-2cc4b90e0b15	1.0	PubMed	10973491	Thus, presence of BCR and ABL induces elevated levels of p27 (Kip) and relocation of p27 (Kip) to the cytoplasm, which contributes to the loss of integrin mediated proliferation inhibition, characteristic of CML.	p(FPLX:"ABL_family")	directlyIncreases	p(HGNC:CDKN1B)
9a8cb583-e21f-41c1-90b9-cc40c5f81b0a	1.0	PubMed	22199306	Progressive decrease in the level of nuclear p27 KIP1 during G1, due to up-regulated Rous Sarcoma subfamily (RAS) pathways and Schmidt-Ruppin A-2 viral oncogene homolog (SRC)/Abelson murine leukemia viral oncogene homolog (ABL)-mediated tyrosine phosphorylation of p27 KIP1 to promote S-phase kinase associated protein 1, Cullin, F-box containing complex, S-phase kinase associated protein 2 (SCF) SKP2 -mediated p27 KIP1 proteolysis, allows for cell cycle progression (XREF_BIBR).	p(FPLX:"ABL_family")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, Tyr))
2543571e-23b0-43b6-9b02-18712c38dca4	1.0	PubMed	21552325	These data support the notion that NF-kappaB is the upstream effector of the increase in p21 mRNA stability and APC/C mediated p27 protein stabilization.	p(FPLX:"APC_C")	directlyIncreases	act(p(HGNC:CDKN1B))
f46d1474-2109-4ab4-b7a2-d4a8a6104951	1.0	PubMed	15451575	Activin A also increased the expression of EPO-R, Hb, Bcl-XL and p27 proteins.	p(FPLX:"Activin_A")	directlyIncreases	p(HGNC:CDKN1B)
1a126715-adee-4eeb-b874-91d6c3918fb3	1.0	PubMed	20851109	Transient expression or activation of CaMKII increased the expression of p27.	p(FPLX:"CAMK2_complex")	directlyIncreases	p(HGNC:CDKN1B)
4cd72339-703a-4331-a35c-66a36d405a0d	1.0	PubMed	20851109	CaMKII phosphorylates serine 10 of p27 and confers apoptosis resistance to HeLa cells.	p(FPLX:"CAMK2_complex")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, 10))
afc26823-2662-46f8-8b99-449d7685ca1f	1.0	PubMed	20851109	CaMKII phosphorylates serine 10 of p27 and confers apoptosis resistance to HeLa cells.	p(FPLX:"CAMK2_complex")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, Ser))
06c0a243-551e-46a0-a5ef-507f06464f61	1.0	PubMed	25003983	Furthermore, CAMK2N1 mediated inhibition of CAMKII activity caused deactivation of MEK and ERK kinase activity and accumulation of p27 protein, which primarily regulates the cell cycle progression of colon cancer cells [XREF_BIBR, XREF_BIBR], suggesting a role of CAMK2N1 in tumorigenesis.	p(FPLX:"CAMK2_family")	directlyDecreases	act(p(HGNC:CDKN1B))
357742fa-3008-4cf6-bcd5-99036a268f97	1.0	PubMed	15194442	Cyclin D can sequester p27 in the cytoplasm, functionally inactivating it.	p(FPLX:"Cyclin_D")	directlyDecreases	act(p(HGNC:CDKN1B))
eb52deb0-e9ae-4dca-9a96-bc2f2790853c	1.0	PubMed	6366714	DABK did not inhibit upregulation of cyclin E expression but increased expression of the Cdk2 inhibitor p27Kip1 and the association of p27Kip1 with the cyclin E and Cdk2 complex.	p(FPLX:"Cyclin_E")	directlyDecreases	act(p(HGNC:CDKN1B))
24196011-8d3e-4487-b65e-04b621b0f860	1.0	PubMed	15309028	In contrast, in NP-18 cells cyclin E (CycE)/CDK2 activity is significantly higher and is not downregulated by p16 mediated redistribution of p21 and p27.	p(FPLX:"Cyclin_E")	directlyIncreases	act(p(HGNC:CDKN1B))
1dc2166e-a21c-4477-8a4a-a074c8e29363	1.0	PubMed	26861625	The cyclin E and CDK2 complex also phosphorylates p27 and promotes p27 degradation, thus increasing cyclin A expression, facilitating G1 to S transition.	p(FPLX:"Cyclin_E")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph))
9753955c-40ff-469d-a129-a4e99117efee	1.0	PubMed	PMC4593914	We now show that cyclin E/cdk2 phosphorylates p27 at a carboxy-terminal threonine residue (T187) in vitro; mutation of this residue to valine stabilises cyclin E/cdk2 complexes.	p(FPLX:"Cyclin_E")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, Thr))
83f0db76-fc6f-415a-ab26-9043b2c6f42a	1.0	PubMed	26416244	In addition, cyclin E and CDK2 complex is able to phosphorylate p27 at Thr 187 [XREF_BIBR], which is required for its ubiquitination by Skp2 containing SCF complex and subsequent degradation by proteasome degradation [XREF_BIBR].	p(FPLX:"Cyclin_E")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, Thr, 187))
41bcc595-af5b-4ae6-9ad3-a71b1466f27a	1.0	PubMed	23261596	In the ubiquitin proteasome system, the E3 ligase SCF-Skp2 and its accessory protein Cks1 promote proliferation largely by inducing the degradation of the CDK inhibitor p27.	p(FPLX:"E3_Ub_ligase")	directlyDecreases	act(p(HGNC:CDKN1B))
0f22f23d-e2f0-49ed-88ca-62c2ecefa2fe	1.0	PubMed	19118035	Interestingly, a recent study examining expression of p27 and Skp2 (the E3 ligase that targets p27 for degradation in the nucleus) found that in general, Skp2 activity increased with stage and grade in clear cell carcinoma while p27 immunoreactivity decreased with stage and grade (XREF_BIBR).	p(FPLX:"E3_Ub_ligase")	directlyIncreases	act(p(HGNC:CDKN1B))
26b1f694-6f33-411b-91c1-1f16243d6fa7	1.0	PubMed	24648314	For instance, depletion of the Cul4A RING ubiquitin ligase (E3) complexes did not immediately increase p27 KIP1 expression in the cells [XREF_BIBR, XREF_BIBR].	p(FPLX:"E3_Ub_ligase")	directlyIncreases	p(HGNC:CDKN1B)
4df82c43-5059-4cd9-ac23-00bca39c2fa0	1.0	PubMed	12507555	These results suggest that phosphorylation of p27 on Ser 10 can activate a Cki independent function of p27.SCF was identified as the E3 that targets p27 phosphorylated on Thr 187 for ubiquitination.	p(FPLX:"E3_Ub_ligase")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ph, Thr, 187))
1ea34a84-1d16-4422-9dba-3d25295afd9d	1.0	PubMed	26025650	Skp2 forms a Skp2 and SCF complex with Skp1, Cullin-1 (Cul-1), and RBx1 to constitute an E3 ligase activity that triggers p27 ubiquitination and degradation.	p(FPLX:"E3_Ub_ligase")	directlyIncreases	p(HGNC:CDKN1B, pmod(Ub))
6e2a405f-63f3-45d8-9691-9f5d01352376	1.0	PubMed	8033213	Overexpressionof p27 ArrestsCellsin Gi pCMXpCMX-p27 GllGOSG2 and MGllGOSG2lM 146.630.023.477.611.311.1 247.432.919.774.012.412.8 344.735.120.275.710.813.5 Mean46.232.721.176.011.512.5 Saos-2cells werecotransfectedwith the pCMVCD20CD20 cell sur- face proteinexpressionplasmidtogetherwith pCMX-~ 27, whichdi- rectsthe expressionof p27 or pCMXvectorplasmidas a negative control.Transfectedcells were analyzedby FACS, and cell cyclepro- files (percentages) of the CD20 ' cells from three independentexperi- mentsare shownwith the means.	p(FPLX:"G_i")	directlyDecreases	act(p(HGNC:CDKN1B))
d6d7156e-7731-47ea-bd7b-d25495d60838	1.0	PubMed	4622700	Furthermore, PDGF-BB markedly downregulated the cell cycle inhibitor p27Kip1 in SV, but this was much less pronounced in IMA.	p(FPLX:"PDGF_BB")	directlyDecreases	act(p(HGNC:CDKN1B))
